country,trade_balance,most_imported_product,import_value,most_exported_product,exported_value
EU,-6610264077.00,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",849999620.00,"Meat of sheep or goats; fresh, chilled or frozen",849999620.00
