country,trade_balance,most_imported_product,import_value,most_exported_product,exported_value
Norway,-25872872.00,"Fertilizers; mineral or chemical, containing 2 or 3 of the elements nitrogen, phosphorus, potassium; other fertilisers; goods of chapter 31 in tablets or packages of gross weight not exceeding 10kg",9814037.00,Electric motors and generators (excluding generating sets),9814037.00
