country,trade_balance,most_imported_product,import_value,most_exported_product,exported_value
EU,2440008761.00,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",9386002128.00,Milk and cream; concentrated or containing added sugar or other sweetening matter,9386002128.00
